property_id,property_type,property_age,crime_rate,construction_materials,weather_precipitation,weather_temperature,claim_type,claim_amount,property_damage_cost,insured_value,policyholder_age,property_size
5068,Single-Family Home,47,2298.1,Wood,54.12,67.51,Fire,14453.53,16072.38,70550.63,38,14110
9399,Commercial Building,31,2700.3,Concrete,36.51,92.14,Water Damage,9748.46,9273.3,54477.44,23,27239
4681,Commercial Building,25,973.5,Steel,28.32,90.42,Water Damage,8347.16,12129.99,34220.32,52,17110
7496,Apartment,40,487.8,Wood,15.01,65.38,Fire,13315.34,17058.03,76861.26,35,7686
7595,Apartment,33,290.2,Concrete,25.54,47.33,Fire,14474.15,34075.97,89326.36,58,8933
7045,Single-Family Home,33,1951.7,Wood,11.45,59.78,Water Damage,9993.54,7873.46,48985.67,44,9797
1243,Apartment,14,988.3,Wood,19.72,57.66,Fire,22351.97,13034.22,79394.18,38,7939
4742,-,48,1934.1,Concrete,18.46,83.32,,5654.06,7983.11,35264.94,70,17632
1993,Apartment,37,421.4,Wood,18.63,57.28,Water Damage,7742.37,12224.69,118415.65000000001,72,4737
4792,Apartment,21,243.9,Wood,10.45,86.75,Water Damage,6527.46,7731.88,26815.36,57,2682
5877,Apartment,34,1028.2,Steel,101.5,7.61,Water Damage,6774.01,15617.26,63080.97,49,6308
4781,Commercial Building,11,1306.4,Wood,26.51,53.07,Fire,13026.65,7498.03,57470.63,70,28735
555,Apartment,30,902.6,Wood,21.45,57.36,Fire,19387.37,20528.17,63317.26,47,6332
5993,Apartment,3,104.2,Concrete,10.85,88.32,Water Damage,8622.78,17382.69,50559.49,63,5056
699,Single-Family Home,34,573.6,Wood,23.73,51.09,Fire,12573.81,29476.89,168463.15,38,13477
7961,Commercial Building,2,2373.8,Wood,18.1,48.47,Fire,11862.03,9666.36,57029.73,65,28515
4817,Commercial Building,39,7979.0,Wood,30.33,50.72,Fire,17964.59,14093.61,89330.33,67,44665
9119,Commercial Building,46,1380.3,Concrete,39.6,22.8,Water Damage,6801.87,5324.32,28469.9,54,14235
2645,Apartment,13,537.1,Concrete,21.51,61.13,Water Damage,8353.56,12856.3,49861.98,31,4986
9722,Apartment,36,150.6,Wood,37.02,73.62,Water Damage,7112.94,16785.41,62881.48,80,6288
2557,Single-Family Home,17,160.8,Wood,25.45,81.01,Theft,3398.43,2799.41,10314.86,46,2063
6413,Single-Family Home,48,1261.8,Wood,33.27,77.81,Water Damage,6701.47,14986.24,143421.8,57,11474
841,Single-Family Home,7,2025.9,Wood,10.9,60.45,Fire,15008.69,17511.0,83360.07,22,16672
4581,Commercial Building,25,3227.2,Wood,33.39,48.11,Water Damage,7727.47,8055.59,38571.04,42,19286
999,Apartment,24,419.2,Steel,16.57,3.12,Water Damage,6782.05,10849.01,49232.58,60,4923
8626,Apartment,36,856.6,Steel,66.58,64.56,Water Damage,11038.88,32080.48,106902.69,50,10690
4959,Commercial Building,48,4475.8,Concrete,12.0,52.27,Fire,20267.09,39808.78,129604.63,42,64802
1972,Single-Family Home,39,2390.3,Wood,29.19,77.82,Fire,11444.57,22264.29,99140.81,72,19828
6707,Commercial Building,36,980.1,Wood,34.99,50.06,Water Damage,8644.3,5748.79,23317.49,35,11659
59,Single-Family Home,9,1469.1,Wood,37.78,24.14,Fire,12578.04,9350.71,64294.0,34,12859
9548,Single-Family Home,39,1092.6,Wood,16.22,23.14,Water Damage,9221.15,10250.12,37868.78,29,7574
666,Single-Family Home,10,986.6,Wood,11.1,76.67,Fire,17752.55,11332.01,83738.19,62,16748
1632,Apartment,33,1555.8,Steel,11.6,74.59,Water Damage,8929.03,23223.5,85933.68,73,8593
9922,Commercial Building,4,2802.5,Wood,30.88,48.95,Fire,12286.52,6269.48,31088.22,34,15544
2151,Single-Family Home,7,334.8,Wood,73.11,56.23,Fire,12226.4,11627.4,36853.26,48,7371
2354,Single-Family Home,45,1634.1,Wood,28.76,77.95,Water Damage,7743.88,12353.58,43608.24,68,8722
738,Apartment,49,544.6,Steel,38.13,49.94,Fire,8481.48,18897.88,51080.07,36,5108
3579,Commercial Building,42,5215.0,Concrete,28.69,92.39,Water Damage,8515.63,16352.39,73744.95,75,36872
8303,Commercial Building,4,5358.1,Wood,33.15,4.05,Fire,14891.82,25156.23,117742.2,66,58871
7229,Single-Family Home,41,1217.8,Wood,28.14,88.31,Water Damage,9075.49,11342.6,32030.57,57,6406
8664,Single-Family Home,14,659.2,Wood,37.11,51.23,Fire,16892.71,13197.49,75682.42,68,15136
7110,Commercial Building,2,2481.9,Concrete,13.94,24.07,Fire,19688.91,21019.26,77362.39,49,38681
9832,Single-Family Home,3,188.1,Wood,63.45,59.52,Fire,13988.64,11934.49,42968.33,58,8594
965,Single-Family Home,36,212.0,Wood,37.61,51.4,Theft,2357.05,5633.24,19461.03,37,3892
7500,-,41,2938.5,Wood,22.98,49.79,,17011.66,28717.77,121319.16,74,24264
6146,Single-Family Home,37,2634.6,Wood,17.18,57.29,Fire,11757.5,26552.04,99522.9,34,19905
8800,Single-Family Home,20,932.9,Wood,32.84,89.79,Water Damage,7769.85,8907.0,29159.11,35,5832
1221,Single-Family Home,34,1941.3,Wood,37.15,69.15,Water Damage,11217.6,15160.28,54598.49,57,10920
4850,Single-Family Home,4,1092.3,Wood,11.33,43.56,Water Damage,6591.53,11079.06,32641.27,44,6528
5364,Commercial Building,12,3783.0,Concrete,20.52,94.05,Water Damage,8220.94,10180.78,50705.27,65,25353
6177,Apartment,13,325.3,Wood,28.6,77.86,Water Damage,9753.6,5599.16,31810.79,70,3181
1230,Single-Family Home,18,583.8,Wood,15.24,91.04,Fire,13948.83,22212.09,221977.975,42,17758
3373,Single-Family Home,12,1519.1,Wood,19.79,43.53,Water Damage,9539.11,6010.15,38912.6,31,7783
2466,Commercial Building,16,1627.5,Wood,36.74,49.75,Theft,4045.75,4253.15,22788.13,49,11394
5978,Commercial Building,3,2103.5,Steel,23.94,70.79,Water Damage,5780.82,7565.69,26533.1,41,13267
4266,Single-Family Home,41,805.0,Wood,36.55,57.13,Fire,7505.91,6914.46,25843.68,29,5169
2229,Single-Family Home,31,559.2,Wood,37.01,85.92,Fire,14876.54,18634.82,84148.19,32,16830
674,Apartment,22,100.2,Steel,27.2,70.42,Water Damage,8546.5,14476.82,60593.74,35,6059
2208,Single-Family Home,36,71.0,Wood,34.3,73.07,Theft,3272.3,5572.37,15382.3,37,3076
511,Commercial Building,1,3842.0,Wood,27.79,76.51,Fire,14934.57,14671.22,45431.46,43,22716
7964,Single-Family Home,49,3982.1,Wood,11.5,67.9,Fire,13497.89,30167.21,123524.65,20,24705
8883,Apartment,3,790.2,Wood,37.95,47.61,Fire,12202.78,20157.4,76578.85,43,7658
7437,Single-Family Home,5,353.0,Wood,39.65,37.51,Theft,3221.61,2752.08,11519.11,48,2304
1917,Single-Family Home,10,1714.8,Wood,22.29,64.34,Fire,15998.96,16501.41,60846.66,74,12169
2613,Commercial Building,40,8891.4,Steel,12.61,52.33,Fire,20122.77,49345.52,155181.94,25,77591
2974,Single-Family Home,36,512.7,Wood,86.12,91.08,Water Damage,5764.87,6854.12,19473.87,53,3895
4616,Commercial Building,9,3017.0,Wood,26.24,41.19,Fire,14214.59,13752.33,54401.22,37,27201
1363,Apartment,18,548.2,Wood,30.77,52.92,Water Damage,6279.89,7484.23,38260.24,42,3826
2246,Commercial Building,31,3395.3,Wood,28.09,81.26,Water Damage,7324.76,17468.41,41685.02,35,20843
5261,Apartment,16,457.3,Wood,32.89,72.69,Water Damage,9637.98,9139.44,52068.13,63,5207
3506,Apartment,45,183.3,Wood,22.42,63.2,Theft,2368.39,2834.45,13191.53,44,1319
6448,Single-Family Home,30,1540.7,Wood,17.55,14.37,Fire,14609.81,34230.69,75965.96,18,15193
6946,Single-Family Home,6,3334.9,Wood,38.07,56.22,Fire,14354.74,24296.58,104987.31,42,20997
6607,Apartment,34,149.2,Wood,30.64,68.67,Water Damage,6746.4,6679.66,36220.85,56,3622
3547,Apartment,36,1309.9,Wood,39.58,49.12,Fire,16661.73,34292.94,79733.49,79,7973
6612,Single-Family Home,40,1218.0,Wood,12.93,67.4,Water Damage,6784.39,10077.39,45379.61,20,9076
7862,Apartment,22,276.3,Wood,39.92,57.81,Water Damage,8224.48,7313.71,45786.57,55,4579
4448,Single-Family Home,3,314.6,Wood,16.08,45.28,Water Damage,7786.34,10232.13,40812.91,75,8163
5476,Single-Family Home,37,1803.0,Wood,10.55,92.24,Fire,11914.12,19147.23,89800.09,28,17960
3648,Commercial Building,3,1763.1,Wood,19.0,28.8,Water Damage,11006.32,18393.44,78778.51,56,39389
9222,Apartment,24,66.7,Wood,11.84,49.47,Fire,9699.42,10588.45,50446.77,32,5045
7091,Commercial Building,18,2534.7,Steel,76.34,49.57,Fire,10808.75,23915.06,52120.56,34,26060
5462,Commercial Building,16,3431.6,Concrete,23.03,69.24,Fire,13022.81,17929.39,88344.32,57,44172
661,Apartment,40,1623.1,Concrete,37.4,45.78,Fire,16008.5,45142.26,92790.91,75,9279
1011,Single-Family Home,31,1036.6,Wood,13.28,90.54,Water Damage,5205.0,11069.94,29668.69,36,5934
9427,Single-Family Home,12,976.0,Wood,21.99,1.35,Fire,13246.0,6799.29,37342.37,52,7468
3942,Apartment,19,138.7,Concrete,14.25,19.88,Water Damage,6494.57,10440.78,28130.16,57,2813
6679,Apartment,42,236.2,Wood,32.14,42.31,Theft,2862.68,4564.14,15939.13,65,1594
4969,Single-Family Home,41,328.0,Wood,83.14,48.97,Fire,15057.85,23793.34,151230.375,40,12098
8776,Apartment,42,217.2,Wood,17.35,49.34,Water Damage,6112.41,9554.93,34300.46,40,3430
63,Single-Family Home,26,1270.3,Wood,34.79,10.16,Water Damage,9337.95,14440.27,46999.4,80,9400
3914,Commercial Building,7,1745.9,Concrete,32.18,67.38,Water Damage,7571.85,15484.92,37512.88,38,18756
3396,Commercial Building,45,1414.8,Wood,32.9,57.35,Water Damage,6407.28,8974.25,23954.9,59,11977
7805,Apartment,36,859.9,Wood,20.19,55.58,Water Damage,7954.4,16407.05,54416.68,19,5442
7484,Single-Family Home,46,2259.5,Wood,39.09,43.59,Fire,12362.54,28430.53,66508.3,26,13302
5488,Single-Family Home,18,298.0,Wood,77.95,46.63,Theft,2669.61,3881.75,14893.68,68,2979
6758,Commercial Building,48,1463.1,Concrete,38.28,8.97,Water Damage,7470.02,22344.96,61724.22,74,30862
113,Single-Family Home,45,2358.0,Wood,25.89,40.89,Fire,15129.25,21750.5,103973.1,79,20795
7468,Single-Family Home,20,1072.7,Wood,12.79,74.82,Fire,14231.73,7996.99,38291.44,75,7658
981,Apartment,21,742.2,Concrete,32.71,20.63,Water Damage,7135.89,10724.97,49425.61,38,4943
7810,Apartment,9,434.4,Concrete,38.61,48.09,Water Damage,5559.76,9807.28,40751.74,64,4075
6371,Apartment,40,371.7,Wood,39.77,43.13,Water Damage,7552.01,7271.92,28345.04,65,2835
6279,Apartment,43,111.3,Wood,31.8,58.08,Water Damage,8061.99,8525.2,99705.67499999999,80,3988
3924,Single-Family Home,34,1182.7,Wood,29.83,59.68,Fire,18468.76,19537.3,104191.39,58,20838
8119,Single-Family Home,33,2685.9,Wood,34.49,57.83,Fire,13671.12,30438.7,81017.59,42,16204
3637,Single-Family Home,44,814.5,Wood,20.11,75.05,Fire,12668.54,7612.49,43218.1,71,8644
6221,Commercial Building,36,6659.6,Wood,31.85,37.14,Fire,14598.99,29931.75,77564.73,58,38782
3142,Apartment,38,893.8,Wood,25.9,26.28,Fire,18061.96,20502.36,78608.9,66,7861
2776,Commercial Building,20,650.4,Wood,26.09,64.91,Water Damage,5174.02,2360.01,18599.62,51,9300
2110,Single-Family Home,41,482.7,Wood,38.9,79.35,Fire,16110.75,22013.38,88701.21,65,17740
3238,Single-Family Home,22,85.6,Wood,22.85,62.41,Theft,2683.16,1948.77,7486.22,62,1497
5836,Commercial Building,32,7242.5,Steel,35.82,75.03,Fire,15109.01,23680.71,103030.6,45,51515
2077,-,22,579.7,Wood,31.83,93.66,,4733.72,6005.22,20486.63,64,4097
7393,Apartment,10,698.7,Concrete,38.24,56.49,Water Damage,9282.65,5757.4,45047.58,26,4505
4067,Single-Family Home,32,1106.0,Wood,48.84,88.47,Water Damage,8515.49,6248.28,33646.4,49,6729
20,Single-Family Home,42,635.8,Wood,25.8,43.01,Theft,3080.53,5707.18,18189.57,27,3638
5303,Apartment,13,113.0,Concrete,17.82,26.89,Water Damage,7929.24,11977.55,36223.56,18,3622
1664,Single-Family Home,6,1357.5,Wood,36.48,86.64,Fire,14531.88,13538.38,56225.45,24,11245
7099,Single-Family Home,1,398.3,Wood,11.55,44.42,Water Damage,6426.59,9146.82,28558.88,61,5712
3213,Single-Family Home,10,110.1,Wood,16.41,45.18,Theft,2622.68,1086.29,5578.26,30,1116
9013,Commercial Building,8,6634.2,Wood,27.14,71.7,Fire,12857.52,22625.03,84356.04,50,42178
5963,Commercial Building,41,1255.5,Concrete,22.25,58.06,Fire,13465.86,13872.39,50560.94,23,25280
9825,Commercial Building,30,3767.7,Wood,27.32,32.47,Fire,9489.18,18645.18,61910.61,25,30955
8294,-,29,267.9,Wood,38.24,46.71,,14741.58,14886.56,58086.59,35,11617
1901,Single-Family Home,31,2100.1,Wood,10.26,66.45,Fire,14819.29,23780.64,79141.32,27,15828
3127,Single-Family Home,20,1641.7,Wood,28.16,45.01,Fire,12968.53,20256.28,67049.91,61,13410
3406,Single-Family Home,20,3032.4,Wood,22.66,52.29,Fire,15316.72,22661.0,100066.45,72,20013
7306,Commercial Building,50,357.6,Steel,13.0,92.11,Theft,3555.25,11214.09,37067.98,43,18534
4272,Commercial Building,10,899.1,Wood,31.33,37.27,Water Damage,8971.04,4590.59,35077.24,51,17539
3858,Commercial Building,21,3492.8,Wood,23.24,73.04,Fire,14354.71,8962.16,49109.3,44,24555
9060,Single-Family Home,44,107.1,Wood,29.53,93.7,Water Damage,7576.2,9533.86,26436.61,60,5287
7254,Commercial Building,45,1818.1,Wood,20.8,34.38,Water Damage,11140.99,14748.88,51514.82,31,25757
4639,Apartment,28,247.9,Concrete,39.13,30.2,Water Damage,9484.62,8127.2,41194.37,75,4119
7458,Single-Family Home,19,590.1,Wood,33.56,44.64,Theft,2945.52,2667.86,14943.53,30,2989
3094,Single-Family Home,40,1830.3,Wood,28.02,90.35,Water Damage,7536.98,14126.99,52649.63,32,10530
4104,-,25,2159.6,Wood,21.42,47.59,,8924.79,14164.07,45426.64,68,22713
5569,Apartment,50,1086.2,Steel,10.23,55.37,Fire,19607.61,19889.17,117990.61,29,11799
1670,Apartment,29,95.3,Concrete,21.97,62.69,Fire,10603.53,12494.84,50351.41,20,5035
1639,Apartment,13,137.4,Wood,30.16,40.33,Theft,2121.36,2955.9,12586.96,40,1259
5037,Commercial Building,24,3880.4,Wood,31.06,52.19,Water Damage,9364.97,8827.23,42911.56,75,21456
707,Apartment,18,289.9,Steel,36.78,46.4,Water Damage,7436.72,12347.62,39090.28,39,3909
6057,Apartment,40,914.2,Steel,29.97,1.26,Fire,15990.54,17564.61,72794.7,71,7279
3622,Single-Family Home,49,3681.6,Wood,13.36,14.05,Fire,14048.38,19859.68,101640.12,39,20328
4053,Commercial Building,39,6764.9,Steel,90.74,54.26,Fire,15729.19,31121.11,83990.97,64,41995
2495,Single-Family Home,1,2351.5,Wood,24.63,21.41,Fire,13642.49,17533.84,70123.15,23,14025
5841,Commercial Building,35,700.6,Wood,29.91,61.63,Water Damage,9462.06,6761.91,37273.93,38,18637
4072,Single-Family Home,9,479.2,Wood,33.69,84.71,Fire,15019.79,12958.37,78586.98,44,15717
2624,Single-Family Home,47,3064.5,Wood,23.25,80.39,Fire,14547.96,20722.89,104149.53,77,20830
9328,Apartment,48,197.3,Wood,32.1,53.66,Water Damage,7985.08,10701.45,103524.0,53,4141
3826,Apartment,19,1035.9,Concrete,112.83,59.87,Fire,21834.52,20313.79,117061.99,26,11706
1771,Single-Family Home,44,339.8,Wood,37.66,58.47,Theft,3390.06,7028.45,23549.07,69,4710
3974,Commercial Building,47,1251.8,Concrete,38.19,50.42,Fire,18390.71,48392.84,179739.05,47,89870
7435,Single-Family Home,41,776.7,Wood,11.88,45.26,Water Damage,10372.03,10674.47,45036.5,24,9007
2109,Apartment,21,633.4,Wood,28.07,73.51,Water Damage,7070.24,7193.51,34336.79,22,3434
1023,Single-Family Home,30,795.9,Wood,23.46,61.37,Theft,3102.6,6332.35,21002.97,76,4201
3620,Commercial Building,42,6581.0,Concrete,28.31,43.29,Water Damage,9061.02,16006.4,67637.62,20,33819
7114,Commercial Building,42,810.2,Wood,25.19,47.37,Water Damage,7279.74,8642.12,32168.39,52,16084
4973,Single-Family Home,9,266.1,Wood,94.37,45.73,Water Damage,8819.26,16098.07,71057.98,56,14212
9424,Single-Family Home,16,1022.8,Wood,26.78,8.0,Water Damage,8725.16,12405.17,53508.07,27,10702
9606,-,3,816.2,Wood,30.73,77.03,,10921.29,12212.18,37885.35,19,7577
8549,Commercial Building,37,4371.9,Concrete,40.0,69.81,Water Damage,7669.12,12164.3,114957.0,23,22991
809,Apartment,30,231.4,Wood,32.66,76.52,Water Damage,6279.92,5285.79,31871.76,30,3187
8124,-,9,1156.3,Wood,13.65,37.57,,15604.65,14674.32,86644.9,50,17329
1060,Single-Family Home,26,1212.0,Wood,21.73,71.17,Fire,14411.76,5963.08,47380.56,47,9476
8140,Apartment,49,140.1,Wood,39.83,93.09,Fire,15868.57,31862.11,80912.94,65,8091
8122,Commercial Building,39,5686.7,Concrete,16.4,79.99,Water Damage,7187.57,20234.97,58100.71,66,29050
3391,Commercial Building,12,2355.3,Concrete,14.71,80.77,Water Damage,5980.83,9038.35,26920.98,59,13460
88,Single-Family Home,33,505.1,Wood,38.72,71.11,Theft,2909.57,4989.95,20233.84,39,4047
4859,-,8,179.5,Wood,37.01,43.79,,7060.25,8514.54,28280.0,41,2828
6262,Apartment,12,673.8,Concrete,13.66,61.88,Water Damage,8231.12,7638.33,34798.64,22,3480
1289,Single-Family Home,7,600.4,Wood,29.53,53.67,Fire,10214.46,9024.43,29959.66,57,5992
3656,Commercial Building,49,6306.2,Wood,26.05,49.71,Fire,14707.18,29060.34,74600.96,44,37300
8010,Commercial Building,33,2421.7,Steel,39.13,36.81,Water Damage,5765.91,16760.82,35392.24,70,17696
4144,Single-Family Home,11,1067.4,Wood,20.3,72.66,Fire,14846.57,12894.28,59607.67,56,11922
2429,Single-Family Home,14,3529.5,Wood,35.47,63.25,Fire,19140.91,19576.67,106885.47,57,21377
7966,-,50,3007.2,Steel,21.45,24.11,,11556.12,36785.93,137661.72,42,68831
1272,-,6,4408.9,Wood,22.07,60.9,,8466.34,9816.81,53730.16,66,26865
7637,Commercial Building,48,520.9,Steel,26.54,41.04,Theft,2854.56,5036.27,13691.29,48,6846
9574,Commercial Building,10,320.2,Wood,16.24,1.28,Water Damage,9387.41,10362.23,33930.56,30,16965
2856,Commercial Building,49,2605.2,Wood,90.34,70.54,Water Damage,8307.5,19045.59,147544.2,76,29509
2278,Single-Family Home,9,450.9,Wood,39.31,90.53,Fire,17729.74,14968.01,69063.36,63,13813
2088,Commercial Building,1,800.6,Wood,31.14,60.81,Water Damage,7057.75,5004.47,25329.66,68,12665
2274,Single-Family Home,29,2802.4,Wood,31.15,17.86,Fire,19728.05,21742.59,190952.59999999998,31,15276
1341,Single-Family Home,47,592.5,Wood,11.07,90.97,Fire,13437.84,19253.27,67280.56,74,13456
4148,Commercial Building,23,668.5,Steel,108.07,56.77,Water Damage,5165.27,6854.27,31242.56,74,15621
6437,Apartment,25,447.8,Concrete,101.29,49.39,Water Damage,7169.74,7340.85,35803.17,80,3580
7509,Apartment,44,794.6,Wood,13.43,68.86,Fire,11030.23,23232.32,100527.88,43,10053
7080,Single-Family Home,16,1027.8,Wood,37.27,54.92,Fire,9775.08,12985.32,44811.48,49,8962
3665,Single-Family Home,32,637.8,Wood,33.65,5.56,Fire,21239.05,33830.9,123998.17,38,24800
4896,Commercial Building,19,1426.6,Concrete,20.89,61.15,Water Damage,6037.82,7185.02,36310.7,61,18155
8921,Apartment,44,1530.1,Concrete,31.71,16.56,Fire,15609.75,38641.56,90548.03,35,9055
7960,Single-Family Home,3,558.5,Wood,13.41,58.17,Fire,19697.76,36102.9,152042.65,49,30409
6485,Apartment,37,401.3,Steel,98.41,40.2,Water Damage,6517.21,8713.08,33180.86,19,3318
1070,Single-Family Home,2,948.0,Wood,16.12,51.96,Water Damage,6256.77,9255.83,44931.5,31,8986
5730,Commercial Building,25,3125.9,Wood,25.49,67.99,Fire,13558.89,7797.09,37266.67,64,18633
7683,Single-Family Home,30,3867.1,Wood,20.88,61.16,Fire,17044.77,33075.42,113493.22,75,22699
9547,Single-Family Home,36,995.7,Wood,13.86,61.75,Fire,9827.64,19578.14,72079.5,39,14416
8403,Commercial Building,9,2363.5,Wood,26.7,88.17,Water Damage,8314.01,15053.65,66116.69,54,33058
7467,Single-Family Home,10,92.1,Wood,22.55,52.73,Theft,3311.71,4972.09,13593.18,77,2719
9571,Single-Family Home,6,91.5,Wood,12.51,62.78,Theft,2679.24,2086.85,11127.64,27,2226
5547,-,32,1148.3,Wood,39.83,30.4,,11510.55,9876.18,44617.4,79,8923
8768,Apartment,2,449.5,Concrete,20.44,79.92,Water Damage,7031.1,9378.38,26247.74,46,2625
657,Single-Family Home,15,1159.2,Wood,29.4,72.8,Water Damage,9111.15,6135.7,32867.01,50,6573
1061,Single-Family Home,26,780.0,Wood,12.13,48.01,Fire,16377.45,16526.91,52500.84,67,10500
9892,Commercial Building,27,1171.2,Steel,17.85,56.27,Water Damage,4804.11,10801.09,41741.36,32,20871
1590,Apartment,4,178.6,Wood,36.17,85.05,Water Damage,8280.62,8073.13,25990.83,65,2599
5686,Apartment,50,422.1,Concrete,15.88,74.93,Theft,2844.24,4533.99,54918.725000000006,32,2197
8576,Single-Family Home,42,3617.5,Wood,33.95,68.49,Fire,18292.08,42102.29,111799.18,39,22360
5321,Single-Family Home,-16,79.8,Wood,37.0,93.75,Water Damage,8377.77,11211.16,36809.62,37,7362
4985,Commercial Building,10,2267.4,Concrete,36.55,89.36,Water Damage,7328.04,4048.21,26320.67,46,13160
4251,Apartment,18,444.3,Wood,11.35,52.64,Water Damage,7254.1,5541.48,26457.34,35,2646
3595,Commercial Building,21,3862.7,Steel,19.52,14.07,Water Damage,8618.96,8639.57,44440.5,67,22220
2281,Commercial Building,3,1198.0,Steel,14.73,89.49,Theft,2158.01,2981.99,14407.12,37,7204
2798,Apartment,43,1295.9,Wood,87.75,25.35,Fire,16330.52,35520.47,130357.9,26,13036
9447,Single-Family Home,24,525.7,Wood,26.55,6.89,Water Damage,8043.12,7482.51,31003.6,28,6201
3797,Single-Family Home,2,419.1,Wood,33.84,59.33,Water Damage,7325.91,7740.38,26618.96,21,5324
4612,Apartment,8,249.3,Concrete,10.05,45.29,Fire,7673.54,11016.39,37211.19,58,3721
6716,Single-Family Home,40,323.8,Wood,36.79,89.59,Theft,2646.9,6056.18,14105.39,76,2821
7520,Single-Family Home,36,2486.3,Wood,14.29,71.93,Fire,12212.28,15323.06,78157.93,77,15632
4916,Single-Family Home,45,2962.7,Wood,21.5,86.09,Fire,12449.35,15851.79,81270.32,35,16254
3016,Single-Family Home,34,372.0,Wood,11.66,69.26,Theft,3613.78,4753.84,24546.97,18,4909
4036,Commercial Building,35,974.1,Steel,29.84,29.51,Water Damage,10146.19,12250.53,43529.26,26,21765
6428,Commercial Building,33,642.1,Wood,14.14,43.44,Water Damage,8079.15,6696.15,42915.38,50,21458
4421,Apartment,23,173.7,Wood,17.71,53.73,Water Damage,7793.07,6143.41,31477.11,55,3148
8827,Apartment,45,59.6,Wood,25.24,51.59,Water Damage,8165.54,7992.81,30962.43,76,3096
7574,Apartment,37,580.4,Steel,10.11,43.26,Water Damage,6077.17,6225.44,35094.97,56,3509
7836,Apartment,42,286.9,Wood,10.71,52.95,Theft,3783.88,8246.12,21323.06,24,2132
8754,Commercial Building,27,179.7,Wood,15.19,70.0,Theft,2615.64,1572.19,7728.43,29,3864
9443,Single-Family Home,36,1092.3,Wood,19.89,83.9,Water Damage,9231.7,16205.7,46574.01,46,9315
3012,Single-Family Home,48,2759.6,Wood,15.07,87.12,Fire,12173.4,29066.09,78993.04,67,15799
1249,Single-Family Home,28,1044.2,Wood,21.84,39.96,Water Damage,9917.22,12967.5,38296.78,66,7659
5129,Single-Family Home,12,882.1,Wood,28.98,50.22,Water Damage,5909.81,4052.73,28440.82,31,5688
7256,-,11,2129.4,Wood,16.16,92.7,,4080.52,5584.17,26786.55,41,13393
5623,Single-Family Home,14,1310.1,Wood,39.12,53.45,Fire,12747.75,7131.41,57445.34,74,11489
7001,Single-Family Home,39,1190.7,Wood,37.89,56.97,Fire,16431.51,13802.51,76063.15,65,15213
7473,Commercial Building,20,2188.8,Wood,10.21,52.76,Water Damage,6757.62,9533.0,29823.93,54,14912
4951,Single-Family Home,23,3278.0,Wood,36.24,94.98,Fire,19639.56,26216.2,107483.77,59,21497
8176,Single-Family Home,8,1143.2,Wood,17.17,27.79,Water Damage,5847.04,9269.58,43732.32,41,8746
4468,Single-Family Home,35,784.5,Wood,14.96,66.47,Fire,15731.51,16068.28,94519.36,33,18904
790,Apartment,8,192.6,Concrete,16.24,0.04,Water Damage,6672.32,4797.81,25307.69,23,2531
7629,Commercial Building,16,2015.6,Steel,17.29,92.72,Fire,13790.95,15319.04,61568.91,80,30784
7207,Commercial Building,7,3559.0,Wood,29.0,44.76,Water Damage,7430.02,9857.62,46196.14,55,23098
2716,Apartment,15,806.0,Wood,27.08,14.92,Fire,14707.5,10507.02,60060.83,69,6006
7988,-,41,1169.8,Wood,35.83,54.12,,9045.68,12198.71,58571.38,28,11714
890,Apartment,1,1004.5,Wood,58.62,75.63,Fire,13305.31,16695.73,52583.85,47,5258
2736,Commercial Building,-22,3318.0,Wood,17.83,73.61,Water Damage,7826.97,11026.45,38801.5,24,19401
1062,Apartment,36,222.5,Wood,20.3,86.08,Water Damage,9151.91,12770.91,38107.11,66,3811
8932,Apartment,32,488.8,Wood,35.64,65.24,Water Damage,5031.78,9325.85,26005.86,53,2601
3314,Single-Family Home,15,1480.8,Wood,16.35,48.2,Fire,16171.67,18770.68,97535.3,29,19507
9737,Commercial Building,47,1972.9,Concrete,117.09,86.01,Water Damage,8369.01,21523.18,71653.73,19,35827
9674,Apartment,50,187.4,Wood,34.87,65.92,Fire,11161.7,18504.97,54184.85,60,5418
3705,Single-Family Home,11,2301.8,Wood,11.72,5.92,Fire,19193.82,20322.01,93193.05,26,18639
7575,-,2,3976.0,Concrete,36.83,49.4,,8832.72,15154.52,42199.79,66,21100
4891,Single-Family Home,7,668.3,Wood,39.77,46.49,Water Damage,7808.49,14743.7,60406.33,55,12081
5884,Single-Family Home,6,177.7,Wood,11.88,82.24,Fire,11647.93,19732.55,55243.06,53,11049
4321,Apartment,44,454.1,Concrete,26.2,58.07,Fire,18092.66,45765.05,137756.04,80,13776
6897,Single-Family Home,49,449.7,Wood,26.7,60.57,Water Damage,7077.47,15596.61,48531.42,25,9706
2048,Single-Family Home,10,2157.6,Wood,35.74,88.73,Fire,19060.92,25565.46,112528.48,51,22506
4980,Apartment,41,331.4,Wood,11.37,40.29,Fire,21867.07,15279.59,84147.36,63,8415
1389,Single-Family Home,10,2679.7,Wood,32.14,78.17,Fire,20740.22,31897.8,146085.29,39,29217
2019,Single-Family Home,40,1978.0,Wood,38.2,77.93,Fire,14154.75,16831.86,66163.57,80,13233
7759,Commercial Building,2,4088.1,Concrete,34.11,15.86,Water Damage,7312.87,10477.33,43262.72,77,21631
3200,Apartment,9,160.3,Wood,19.46,22.53,Water Damage,8785.77,6619.4,37117.39,64,3712
